prediction,name
1,AMP2966
1,AMP2793
1,AMP2949
0,AMP2142
0,nonAMP1466
1,AMP44
0,nonAMP2326
0,nonAMP1092
0,nonAMP1916
1,nonAMP1356
0,nonAMP2066
0,nonAMP3214
1,AMP2944
0,nonAMP1678
0,nonAMP922
0,nonAMP3051
0,nonAMP705
1,AMP332
1,AMP3104
1,AMP2079
0,nonAMP39
0,nonAMP1202
1,AMP1421
0,nonAMP1236
0,nonAMP503
0,nonAMP1513
1,nonAMP1246
1,AMP1413
1,AMP144
1,AMP1574
1,AMP2313
1,AMP986
0,nonAMP842
1,AMP528
0,nonAMP1219
1,nonAMP1681
1,AMP801
0,nonAMP729
0,nonAMP2775
0,nonAMP2954
1,AMP387
0,nonAMP3059
1,AMP835
1,AMP190
0,nonAMP2522
0,nonAMP425
0,nonAMP1192
1,AMP1159
0,nonAMP1073
0,nonAMP1709
1,AMP274
1,AMP147
0,nonAMP1957
1,AMP294
0,nonAMP1152
0,nonAMP1598
1,AMP2847
1,AMP2587
1,AMP1715
1,AMP3182
0,nonAMP1728
1,AMP2000
0,nonAMP630
1,AMP2053
1,AMP974
1,AMP3216
0,nonAMP931
0,nonAMP3086
1,AMP1921
0,nonAMP2298
1,AMP41
0,nonAMP2214
1,AMP377
1,AMP1278
1,AMP2194
0,nonAMP441
1,AMP2004
0,nonAMP235
1,AMP3137
1,AMP205
1,AMP1068
0,nonAMP2903
1,AMP3152
0,nonAMP803
0,nonAMP2289
1,AMP3185
0,nonAMP1032
0,nonAMP524
1,AMP2718
1,AMP2672
1,AMP2459
1,AMP1982
1,AMP740
1,AMP1032
1,AMP2121
0,nonAMP2252
1,AMP3046
1,AMP1725
0,nonAMP811
1,AMP2254
1,AMP2915
