ID	length	range
nonAMP1093	132	101-150
nonAMP1094	183	151-200
nonAMP1095	214	>200
nonAMP1096	94	51-100
nonAMP1097	171	151-200
nonAMP1098	98	51-100
nonAMP1099	162	151-200
nonAMP1100	103	101-150
nonAMP1101	197	151-200
nonAMP1102	35	0-50
nonAMP1103	126	101-150
nonAMP1104	108	101-150
nonAMP1105	156	151-200
nonAMP1106	204	>200
nonAMP1107	104	101-150
nonAMP1108	189	151-200
nonAMP1109	236	>200
nonAMP1110	156	151-200
nonAMP1111	188	151-200
nonAMP1112	74	51-100
nonAMP1113	198	151-200
nonAMP1114	222	>200
nonAMP1115	171	151-200
nonAMP1116	200	151-200
nonAMP1117	97	51-100
nonAMP1118	156	151-200
nonAMP1119	144	101-150
nonAMP1120	173	151-200
nonAMP1121	161	151-200
nonAMP1122	245	>200
nonAMP1123	86	51-100
nonAMP1124	120	101-150
nonAMP1125	216	>200
nonAMP1126	89	51-100
nonAMP1127	247	>200
nonAMP1128	49	0-50
nonAMP1129	206	>200
nonAMP1130	72	51-100
nonAMP1131	70	51-100
nonAMP1132	202	>200
nonAMP1133	166	151-200
nonAMP1134	182	151-200
nonAMP1135	251	>200
nonAMP1136	209	>200
nonAMP1137	87	51-100
nonAMP1138	250	>200
nonAMP1139	105	101-150
nonAMP1140	126	101-150
nonAMP1141	115	101-150
nonAMP1142	170	151-200
nonAMP1143	109	101-150
nonAMP1144	188	151-200
nonAMP1145	142	101-150
nonAMP1146	129	101-150
nonAMP1147	108	101-150
nonAMP1148	110	101-150
nonAMP1149	119	101-150
nonAMP1150	174	151-200
nonAMP1151	147	101-150
nonAMP1152	61	51-100
nonAMP1153	169	151-200
nonAMP1154	214	>200
nonAMP1155	136	101-150
nonAMP1156	32	0-50
nonAMP1157	158	151-200
nonAMP1158	129	101-150
nonAMP1159	131	101-150
nonAMP1160	196	151-200
nonAMP1161	114	101-150
nonAMP1162	122	101-150
nonAMP1163	232	>200
nonAMP1164	134	101-150
nonAMP1165	154	151-200
nonAMP1166	100	51-100
nonAMP1167	128	101-150
nonAMP1168	129	101-150
nonAMP1169	225	>200
nonAMP1170	158	151-200
nonAMP1171	157	151-200
nonAMP1172	196	151-200
nonAMP1173	168	151-200
nonAMP1174	227	>200
nonAMP1175	220	>200
nonAMP1176	213	>200
nonAMP1177	103	101-150
nonAMP1178	223	>200
nonAMP1179	140	101-150
nonAMP1180	110	101-150
nonAMP1181	203	>200
nonAMP1182	44	0-50
nonAMP1183	155	151-200
nonAMP1184	102	101-150
nonAMP1185	38	0-50
nonAMP1186	113	101-150
nonAMP1187	142	101-150
nonAMP1188	130	101-150
nonAMP1189	251	>200
nonAMP1190	221	>200
nonAMP1191	151	151-200
nonAMP1192	117	101-150
nonAMP1193	249	>200
nonAMP1194	119	101-150
nonAMP1195	156	151-200
nonAMP1196	146	101-150
nonAMP1197	236	>200
nonAMP1198	189	151-200
nonAMP1199	218	>200
nonAMP1200	248	>200
nonAMP1201	170	151-200
nonAMP1202	122	101-150
nonAMP1203	252	>200
nonAMP1204	238	>200
nonAMP1205	226	>200
nonAMP1206	132	101-150
nonAMP1207	195	151-200
nonAMP1208	64	51-100
nonAMP1209	238	>200
nonAMP1210	160	151-200
nonAMP1211	146	101-150
nonAMP1212	162	151-200
nonAMP1213	215	>200
nonAMP1214	142	101-150
nonAMP1215	146	101-150
nonAMP1216	118	101-150
nonAMP1217	198	151-200
nonAMP1218	174	151-200
nonAMP1219	199	151-200
nonAMP1220	198	151-200
nonAMP1221	193	151-200
nonAMP1222	246	>200
nonAMP1223	237	>200
nonAMP1224	190	151-200
nonAMP1225	251	>200
nonAMP1226	249	>200
nonAMP1227	138	101-150
nonAMP1228	145	101-150
nonAMP1229	127	101-150
nonAMP1230	110	101-150
nonAMP1231	122	101-150
nonAMP1232	163	151-200
nonAMP1233	108	101-150
nonAMP1234	66	51-100
nonAMP1235	64	51-100
nonAMP1236	189	151-200
nonAMP1237	89	51-100
nonAMP1238	166	151-200
nonAMP1239	186	151-200
nonAMP1240	145	101-150
nonAMP1241	188	151-200
nonAMP1242	162	151-200
nonAMP1243	235	>200
nonAMP1244	160	151-200
nonAMP1245	83	51-100
nonAMP1246	210	>200
nonAMP1247	124	101-150
nonAMP1248	222	>200
nonAMP1249	229	>200
nonAMP1250	249	>200
nonAMP1251	86	51-100
nonAMP1252	105	101-150
nonAMP1253	152	151-200
nonAMP1254	100	51-100
nonAMP1255	245	>200
nonAMP1256	236	>200
nonAMP1257	107	101-150
nonAMP1258	75	51-100
nonAMP1259	162	151-200
nonAMP1260	200	151-200
nonAMP1261	68	51-100
nonAMP1262	45	0-50
nonAMP1263	60	51-100
nonAMP1264	234	>200
nonAMP1265	156	151-200
nonAMP1266	208	>200
nonAMP1267	136	101-150
nonAMP1268	120	101-150
nonAMP1269	137	101-150
nonAMP1270	134	101-150
nonAMP1271	147	101-150
nonAMP1272	130	101-150
nonAMP1273	148	101-150
nonAMP1274	242	>200
nonAMP1275	224	>200
nonAMP1276	245	>200
nonAMP1277	188	151-200
nonAMP1278	201	>200
nonAMP1279	230	>200
nonAMP1280	207	>200
nonAMP1281	233	>200
nonAMP1282	150	101-150
nonAMP1283	137	101-150
nonAMP1284	70	51-100
nonAMP1285	52	51-100
nonAMP1286	94	51-100
nonAMP1287	152	151-200
nonAMP1288	151	151-200
nonAMP1289	157	151-200
nonAMP1290	207	>200
nonAMP1291	241	>200
nonAMP1292	44	0-50
nonAMP1293	253	>200
nonAMP1294	80	51-100
nonAMP1295	178	151-200
nonAMP1296	195	151-200
nonAMP1297	201	>200
nonAMP1298	198	151-200
nonAMP1299	232	>200
nonAMP1300	234	>200
nonAMP1301	89	51-100
nonAMP1302	239	>200
nonAMP1303	125	101-150
nonAMP1304	80	51-100
nonAMP1305	102	101-150
nonAMP1306	208	>200
nonAMP1307	146	101-150
nonAMP1308	137	101-150
nonAMP1309	113	101-150
nonAMP1310	100	51-100
nonAMP1311	206	>200
nonAMP1312	175	151-200
nonAMP1313	127	101-150
nonAMP1314	110	101-150
nonAMP1315	242	>200
nonAMP1316	213	>200
nonAMP1317	147	101-150
nonAMP1318	147	101-150
nonAMP1319	58	51-100
nonAMP1320	180	151-200
nonAMP1321	176	151-200
nonAMP1322	150	101-150
nonAMP1323	217	>200
nonAMP1324	222	>200
nonAMP1325	213	>200
nonAMP1326	121	101-150
nonAMP1327	255	>200
nonAMP1328	142	101-150
nonAMP1329	105	101-150
nonAMP1330	194	151-200
nonAMP1331	175	151-200
nonAMP1332	39	0-50
nonAMP1333	76	51-100
nonAMP1334	44	0-50
nonAMP1335	155	151-200
nonAMP1336	219	>200
nonAMP1337	145	101-150
nonAMP1338	64	51-100
nonAMP1339	198	151-200
nonAMP1340	88	51-100
nonAMP1341	119	101-150
nonAMP1342	88	51-100
nonAMP1343	183	151-200
nonAMP1344	218	>200
nonAMP1345	90	51-100
nonAMP1346	105	101-150
nonAMP1347	217	>200
nonAMP1348	66	51-100
nonAMP1349	168	151-200
nonAMP1350	142	101-150
nonAMP1351	46	0-50
nonAMP1352	155	151-200
nonAMP1353	152	151-200
nonAMP1354	143	101-150
nonAMP1355	116	101-150
nonAMP1356	41	0-50
nonAMP1357	229	>200
nonAMP1358	247	>200
nonAMP1359	151	151-200
nonAMP1360	145	101-150
nonAMP1361	96	51-100
nonAMP1362	148	101-150
nonAMP1363	253	>200
nonAMP1364	79	51-100
nonAMP1365	188	151-200
nonAMP1366	223	>200
nonAMP1367	100	51-100
nonAMP1368	60	51-100
nonAMP1369	49	0-50
nonAMP1370	22	0-50
nonAMP1371	186	151-200
nonAMP1372	240	>200
nonAMP1373	217	>200
nonAMP1374	90	51-100
nonAMP1375	78	51-100
nonAMP1376	228	>200
nonAMP1377	250	>200
nonAMP1378	190	151-200
nonAMP1379	174	151-200
nonAMP1380	64	51-100
nonAMP1381	158	151-200
nonAMP1382	212	>200
nonAMP1383	249	>200
nonAMP1384	248	>200
nonAMP1385	188	151-200
nonAMP1386	217	>200
nonAMP1387	196	151-200
nonAMP1388	221	>200
nonAMP1389	251	>200
nonAMP1390	148	101-150
nonAMP1391	104	101-150
nonAMP1392	222	>200
nonAMP1393	180	151-200
nonAMP1394	119	101-150
nonAMP1395	91	51-100
nonAMP1396	19	0-50
nonAMP1397	82	51-100
nonAMP1398	251	>200
nonAMP1399	248	>200
nonAMP1400	177	151-200
nonAMP1401	196	151-200
nonAMP1402	116	101-150
nonAMP1403	158	151-200
nonAMP1404	198	151-200
nonAMP1405	217	>200
nonAMP1406	184	151-200
nonAMP1407	81	51-100
nonAMP1408	194	151-200
nonAMP1409	217	>200
nonAMP1410	251	>200
nonAMP1411	238	>200
nonAMP1412	116	101-150
nonAMP1413	243	>200
nonAMP1414	252	>200
nonAMP1415	15	0-50
nonAMP1416	127	101-150
nonAMP1417	149	101-150
nonAMP1418	211	>200
nonAMP1419	185	151-200
nonAMP1420	132	101-150
nonAMP1421	152	151-200
nonAMP1422	133	101-150
nonAMP1423	126	101-150
nonAMP1424	153	151-200
nonAMP1425	181	151-200
nonAMP1426	159	151-200
nonAMP1427	217	>200
nonAMP1428	168	151-200
nonAMP1429	120	101-150
nonAMP1430	115	101-150
nonAMP1431	253	>200
nonAMP1432	61	51-100
nonAMP1433	217	>200
nonAMP1434	122	101-150
nonAMP1435	245	>200
nonAMP1436	226	>200
nonAMP1437	120	101-150
nonAMP1438	75	51-100
nonAMP1439	210	>200
nonAMP1440	115	101-150
nonAMP1441	185	151-200
nonAMP1442	248	>200
nonAMP1443	123	101-150
nonAMP1444	175	151-200
nonAMP1445	138	101-150
nonAMP1446	138	101-150
nonAMP1447	101	101-150
nonAMP1448	102	101-150
nonAMP1449	37	0-50
nonAMP1450	186	151-200
nonAMP1451	184	151-200
nonAMP1452	110	101-150
nonAMP1453	157	151-200
nonAMP1454	192	151-200
nonAMP1455	231	>200
nonAMP1456	171	151-200
nonAMP1457	166	151-200
nonAMP1458	58	51-100
nonAMP1459	231	>200
nonAMP1460	160	151-200
nonAMP1461	133	101-150
nonAMP1462	218	>200
nonAMP1463	124	101-150
nonAMP1464	87	51-100
nonAMP1465	125	101-150
nonAMP1466	211	>200
nonAMP1467	213	>200
nonAMP1468	93	51-100
nonAMP1469	161	151-200
nonAMP1470	89	51-100
nonAMP1471	97	51-100
nonAMP1472	65	51-100
nonAMP1473	235	>200
nonAMP1474	193	151-200
nonAMP1475	207	>200
nonAMP1476	102	101-150
nonAMP1477	201	>200
nonAMP1478	20	0-50
nonAMP1479	222	>200
nonAMP1480	255	>200
nonAMP1481	213	>200
nonAMP1482	248	>200
nonAMP1483	153	151-200
nonAMP1484	148	101-150
nonAMP1485	178	151-200
nonAMP1486	143	101-150
nonAMP1487	179	151-200
nonAMP1488	196	151-200
nonAMP1489	247	>200
nonAMP1490	213	>200
nonAMP1491	207	>200
nonAMP1492	200	151-200
nonAMP1493	140	101-150
nonAMP1494	127	101-150
nonAMP1495	96	51-100
nonAMP1496	102	101-150
nonAMP1497	95	51-100
nonAMP1498	85	51-100
nonAMP1499	221	>200
nonAMP1500	113	101-150
nonAMP1501	67	51-100
nonAMP1502	79	51-100
nonAMP1503	232	>200
nonAMP1504	248	>200
nonAMP1505	63	51-100
nonAMP1506	37	0-50
nonAMP1507	151	151-200
nonAMP1508	192	151-200
nonAMP1509	219	>200
nonAMP1510	39	0-50
nonAMP1511	228	>200
nonAMP1512	109	101-150
nonAMP1513	211	>200
nonAMP1514	82	51-100
nonAMP1515	225	>200
nonAMP1516	247	>200
nonAMP1517	197	151-200
nonAMP1518	239	>200
nonAMP1519	124	101-150
nonAMP1520	179	151-200
nonAMP1521	178	151-200
nonAMP1522	206	>200
nonAMP1523	136	101-150
nonAMP1524	180	151-200
nonAMP1525	118	101-150
nonAMP1526	168	151-200
nonAMP1527	69	51-100
nonAMP1528	44	0-50
nonAMP1529	230	>200
nonAMP1530	180	151-200
nonAMP1531	246	>200
nonAMP1532	185	151-200
nonAMP1533	189	151-200
nonAMP1534	168	151-200
nonAMP1535	137	101-150
nonAMP1536	181	151-200
nonAMP1537	90	51-100
nonAMP1538	91	51-100
nonAMP1539	222	>200
nonAMP1540	208	>200
nonAMP1541	230	>200
nonAMP1542	227	>200
nonAMP1543	35	0-50
nonAMP1544	211	>200
nonAMP1545	78	51-100
nonAMP1546	194	151-200
nonAMP1547	135	101-150
nonAMP1548	131	101-150
nonAMP1549	103	101-150
nonAMP1550	67	51-100
nonAMP1551	93	51-100
nonAMP1552	69	51-100
nonAMP1553	199	151-200
nonAMP1554	103	101-150
nonAMP1555	249	>200
nonAMP1556	232	>200
nonAMP1557	121	101-150
nonAMP1558	130	101-150
nonAMP1559	221	>200
nonAMP1560	157	151-200
nonAMP1561	55	51-100
nonAMP1562	144	101-150
nonAMP1563	239	>200
nonAMP1564	122	101-150
nonAMP1565	127	101-150
nonAMP1566	102	101-150
nonAMP1567	255	>200
nonAMP1568	109	101-150
nonAMP1569	214	>200
nonAMP1570	170	151-200
nonAMP1571	199	151-200
nonAMP1572	126	101-150
nonAMP1573	165	151-200
nonAMP1574	121	101-150
nonAMP1575	239	>200
nonAMP1576	250	>200
nonAMP1577	168	151-200
nonAMP1578	238	>200
nonAMP1579	118	101-150
nonAMP1580	220	>200
nonAMP1581	90	51-100
nonAMP1582	237	>200
nonAMP1583	170	151-200
nonAMP1584	231	>200
nonAMP1585	127	101-150
nonAMP1586	73	51-100
nonAMP1587	206	>200
nonAMP1588	245	>200
nonAMP1589	231	>200
nonAMP1590	29	0-50
nonAMP1591	207	>200
nonAMP1592	155	151-200
nonAMP1593	212	>200
nonAMP1594	240	>200
nonAMP1595	204	>200
nonAMP1596	92	51-100
nonAMP1597	156	151-200
nonAMP1598	103	101-150
nonAMP1599	237	>200
nonAMP1600	98	51-100
nonAMP1601	188	151-200
nonAMP1602	175	151-200
nonAMP1603	210	>200
nonAMP1604	125	101-150
nonAMP1605	201	>200
nonAMP1606	67	51-100
nonAMP1607	160	151-200
nonAMP1608	72	51-100
nonAMP1609	175	151-200
nonAMP1610	65	51-100
nonAMP1611	232	>200
nonAMP1612	145	101-150
nonAMP1613	199	151-200
nonAMP1614	72	51-100
nonAMP1615	244	>200
nonAMP1616	245	>200
nonAMP1617	121	101-150
nonAMP1618	163	151-200
nonAMP1619	57	51-100
nonAMP1620	243	>200
nonAMP1621	65	51-100
nonAMP1622	240	>200
nonAMP1623	240	>200
nonAMP1624	149	101-150
nonAMP1625	144	101-150
nonAMP1626	92	51-100
nonAMP1627	153	151-200
nonAMP1628	243	>200
nonAMP1629	158	151-200
nonAMP1630	131	101-150
nonAMP1631	176	151-200
nonAMP1632	123	101-150
nonAMP1633	125	101-150
nonAMP1634	180	151-200
nonAMP1635	227	>200
nonAMP1636	252	>200
nonAMP1637	152	151-200
nonAMP1638	49	0-50
nonAMP1639	227	>200
nonAMP1640	24	0-50
nonAMP1641	175	151-200
nonAMP1642	80	51-100
nonAMP1643	212	>200
nonAMP1644	181	151-200
nonAMP1645	129	101-150
nonAMP1646	207	>200
nonAMP1647	216	>200
nonAMP1648	85	51-100
nonAMP1649	220	>200
nonAMP1650	244	>200
nonAMP1651	134	101-150
nonAMP1652	185	151-200
nonAMP1653	209	>200
nonAMP1654	43	0-50
nonAMP1655	223	>200
nonAMP1656	220	>200
nonAMP1657	147	101-150
nonAMP1658	200	151-200
nonAMP1659	150	101-150
nonAMP1660	184	151-200
nonAMP1661	82	51-100
nonAMP1662	185	151-200
nonAMP1663	197	151-200
nonAMP1664	201	>200
nonAMP1665	183	151-200
nonAMP1666	100	51-100
nonAMP1667	150	101-150
nonAMP1668	81	51-100
nonAMP1669	160	151-200
nonAMP1670	215	>200
nonAMP1671	214	>200
nonAMP1672	217	>200
nonAMP1673	181	151-200
nonAMP1674	243	>200
nonAMP1675	226	>200
nonAMP1676	90	51-100
nonAMP1677	81	51-100
nonAMP1678	121	101-150
nonAMP1679	131	101-150
nonAMP1680	103	101-150
nonAMP1681	51	51-100
nonAMP1682	188	151-200
nonAMP1683	229	>200
nonAMP1684	220	>200
nonAMP1685	228	>200
nonAMP1686	211	>200
nonAMP1687	83	51-100
nonAMP1688	133	101-150
nonAMP1689	202	>200
nonAMP1690	87	51-100
nonAMP1691	124	101-150
nonAMP1692	207	>200
nonAMP1693	177	151-200
nonAMP1694	248	>200
nonAMP1695	154	151-200
nonAMP1696	150	101-150
nonAMP1697	249	>200
nonAMP1698	116	101-150
nonAMP1699	198	151-200
nonAMP1700	218	>200
nonAMP1701	148	101-150
nonAMP1702	163	151-200
nonAMP1703	89	51-100
nonAMP1704	216	>200
nonAMP1705	183	151-200
nonAMP1706	253	>200
nonAMP1707	89	51-100
nonAMP1708	197	151-200
nonAMP1709	249	>200
nonAMP1710	239	>200
nonAMP1711	98	51-100
nonAMP1712	212	>200
nonAMP1713	241	>200
nonAMP1714	86	51-100
nonAMP1715	105	101-150
nonAMP1716	176	151-200
nonAMP1717	242	>200
nonAMP1718	209	>200
nonAMP1719	161	151-200
nonAMP1720	211	>200
nonAMP1721	241	>200
nonAMP1722	70	51-100
nonAMP1723	255	>200
nonAMP1724	157	151-200
nonAMP1725	120	101-150
nonAMP1726	228	>200
nonAMP1727	227	>200
nonAMP1728	227	>200
nonAMP1729	164	151-200
nonAMP1730	192	151-200
nonAMP1731	165	151-200
nonAMP1732	216	>200
nonAMP1733	177	151-200
nonAMP1734	136	101-150
nonAMP1735	205	>200
nonAMP1736	192	151-200
nonAMP1737	77	51-100
nonAMP1738	247	>200
nonAMP1739	191	151-200
nonAMP1740	247	>200
nonAMP1741	142	101-150
nonAMP1742	123	101-150
nonAMP1743	182	151-200
nonAMP1744	86	51-100
nonAMP1745	228	>200
nonAMP1746	205	>200
nonAMP1747	220	>200
nonAMP1748	232	>200
nonAMP1749	201	>200
nonAMP1750	224	>200
nonAMP1751	148	101-150
nonAMP1752	129	101-150
nonAMP1753	216	>200
nonAMP1754	101	101-150
nonAMP1755	103	101-150
nonAMP1756	236	>200
nonAMP1757	121	101-150
nonAMP1758	176	151-200
nonAMP1759	122	101-150
nonAMP1760	162	151-200
nonAMP1761	115	101-150
nonAMP1762	179	151-200
nonAMP1763	203	>200
nonAMP1764	132	101-150
nonAMP1765	189	151-200
nonAMP1766	84	51-100
nonAMP1767	176	151-200
nonAMP1768	143	101-150
nonAMP1769	246	>200
nonAMP1770	209	>200
nonAMP1771	135	101-150
nonAMP1772	159	151-200
nonAMP1773	204	>200
nonAMP1774	133	101-150
nonAMP1775	114	101-150
nonAMP1776	96	51-100
nonAMP1777	137	101-150
nonAMP1778	144	101-150
nonAMP1779	218	>200
nonAMP1780	220	>200
nonAMP1781	105	101-150
nonAMP1782	123	101-150
nonAMP1783	202	>200
nonAMP1784	216	>200
nonAMP1785	192	151-200
nonAMP1786	238	>200
nonAMP1787	77	51-100
nonAMP1788	81	51-100
nonAMP1789	114	101-150
nonAMP1790	201	>200
nonAMP1791	130	101-150
nonAMP1792	137	101-150
nonAMP1793	194	151-200
nonAMP1794	61	51-100
nonAMP1795	145	101-150
nonAMP1796	102	101-150
nonAMP1797	239	>200
nonAMP1798	202	>200
nonAMP1799	146	101-150
nonAMP1800	236	>200
nonAMP1801	168	151-200
nonAMP1802	91	51-100
nonAMP1803	91	51-100
nonAMP1804	253	>200
nonAMP1805	63	51-100
nonAMP1806	101	101-150
nonAMP1807	105	101-150
nonAMP1808	70	51-100
nonAMP1809	100	51-100
nonAMP1810	202	>200
nonAMP1811	45	0-50
nonAMP1812	136	101-150
nonAMP1813	196	151-200
nonAMP1814	38	0-50
nonAMP1815	73	51-100
nonAMP1816	64	51-100
nonAMP1817	253	>200
nonAMP1818	251	>200
nonAMP1819	122	101-150
nonAMP1820	255	>200
nonAMP1821	117	101-150
nonAMP1822	115	101-150
nonAMP1823	236	>200
nonAMP1824	248	>200
nonAMP1825	55	51-100
nonAMP1826	188	151-200
nonAMP1827	157	151-200
nonAMP1828	202	>200
nonAMP1829	76	51-100
nonAMP1830	206	>200
nonAMP1831	150	101-150
nonAMP1832	126	101-150
nonAMP1833	182	151-200
nonAMP1834	204	>200
nonAMP1835	116	101-150
nonAMP1836	241	>200
nonAMP1837	99	51-100
nonAMP1838	184	151-200
nonAMP1839	88	51-100
nonAMP1840	162	151-200
nonAMP1841	78	51-100
nonAMP1842	160	151-200
nonAMP1843	133	101-150
nonAMP1844	172	151-200
nonAMP1845	146	101-150
nonAMP1846	202	>200
nonAMP1847	182	151-200
nonAMP1848	224	>200
nonAMP1849	129	101-150
nonAMP1850	112	101-150
nonAMP1851	18	0-50
nonAMP1852	178	151-200
nonAMP1853	53	51-100
nonAMP1854	105	101-150
nonAMP1855	167	151-200
nonAMP1856	245	>200
nonAMP1857	219	>200
nonAMP1858	74	51-100
nonAMP1859	239	>200
nonAMP1860	118	101-150
nonAMP1861	107	101-150
nonAMP1862	111	101-150
nonAMP1863	196	151-200
nonAMP1864	219	>200
nonAMP1865	192	151-200
nonAMP1866	146	101-150
nonAMP1867	198	151-200
nonAMP1868	186	151-200
nonAMP1869	189	151-200
nonAMP1870	215	>200
nonAMP1871	158	151-200
nonAMP1872	161	151-200
nonAMP1873	189	151-200
nonAMP1874	172	151-200
nonAMP1875	54	51-100
nonAMP1876	74	51-100
nonAMP1877	218	>200
nonAMP1878	126	101-150
nonAMP1879	136	101-150
nonAMP1880	20	0-50
nonAMP1881	149	101-150
nonAMP1882	144	101-150
nonAMP1883	134	101-150
nonAMP1884	248	>200
nonAMP1885	249	>200
nonAMP1886	42	0-50
nonAMP1887	235	>200
nonAMP1888	239	>200
nonAMP1889	11	0-50
nonAMP1890	116	101-150
nonAMP1891	64	51-100
nonAMP1892	239	>200
nonAMP1893	151	151-200
nonAMP1894	242	>200
nonAMP1895	250	>200
nonAMP1896	98	51-100
nonAMP1897	94	51-100
nonAMP1898	163	151-200
nonAMP1899	208	>200
nonAMP1900	72	51-100
nonAMP1901	94	51-100
nonAMP1902	157	151-200
nonAMP1903	218	>200
nonAMP1904	185	151-200
nonAMP1905	48	0-50
nonAMP1906	201	>200
nonAMP1907	136	101-150
nonAMP1908	238	>200
nonAMP1909	211	>200
nonAMP1910	65	51-100
nonAMP1911	88	51-100
nonAMP1912	208	>200
nonAMP1913	192	151-200
nonAMP1914	55	51-100
nonAMP1915	142	101-150
nonAMP1916	192	151-200
nonAMP1917	200	151-200
nonAMP1918	221	>200
nonAMP1919	177	151-200
nonAMP1920	247	>200
nonAMP1921	182	151-200
nonAMP1922	202	>200
nonAMP1923	203	>200
nonAMP1924	101	101-150
nonAMP1925	171	151-200
nonAMP1926	187	151-200
nonAMP1927	133	101-150
nonAMP1928	95	51-100
nonAMP1929	220	>200
nonAMP1930	104	101-150
nonAMP1931	251	>200
nonAMP1932	141	101-150
nonAMP1933	210	>200
nonAMP1934	104	101-150
nonAMP1935	244	>200
nonAMP1936	109	101-150
nonAMP1937	169	151-200
nonAMP1938	168	151-200
nonAMP1939	108	101-150
nonAMP1940	21	0-50
nonAMP1941	182	151-200
nonAMP1942	120	101-150
nonAMP1943	78	51-100
nonAMP1944	123	101-150
nonAMP1945	90	51-100
nonAMP1946	200	151-200
nonAMP1947	233	>200
nonAMP1948	147	101-150
nonAMP1949	89	51-100
nonAMP1950	154	151-200
nonAMP1951	129	101-150
nonAMP1952	120	101-150
nonAMP1953	150	101-150
nonAMP1954	215	>200
nonAMP1955	129	101-150
nonAMP1956	98	51-100
nonAMP1957	208	>200
nonAMP1958	185	151-200
nonAMP1959	114	101-150
nonAMP1960	120	101-150
nonAMP1961	183	151-200
nonAMP1962	144	101-150
nonAMP1963	101	101-150
nonAMP1964	11	0-50
nonAMP1965	239	>200
nonAMP1966	75	51-100
nonAMP1967	82	51-100
nonAMP1968	167	151-200
nonAMP1969	185	151-200
nonAMP1970	206	>200
nonAMP1971	68	51-100
nonAMP1972	189	151-200
nonAMP1973	248	>200
nonAMP1974	192	151-200
nonAMP1975	211	>200
nonAMP1976	204	>200
nonAMP1977	151	151-200
nonAMP1978	152	151-200
nonAMP1979	150	101-150
nonAMP1980	252	>200
nonAMP1981	206	>200
nonAMP1982	160	151-200
nonAMP1983	123	101-150
nonAMP1984	55	51-100
nonAMP1985	231	>200
nonAMP1986	28	0-50
nonAMP1987	94	51-100
nonAMP1988	95	51-100
nonAMP1989	122	101-150
nonAMP1990	153	151-200
nonAMP1991	170	151-200
nonAMP1992	240	>200
nonAMP1993	203	>200
nonAMP1994	156	151-200
nonAMP1995	116	101-150
nonAMP1996	104	101-150
nonAMP1997	186	151-200
nonAMP1998	168	151-200
nonAMP1999	214	>200
nonAMP2000	82	51-100
nonAMP2001	235	>200
nonAMP2002	250	>200
nonAMP2003	165	151-200
nonAMP2004	142	101-150
nonAMP2005	90	51-100
nonAMP2006	78	51-100
nonAMP2007	186	151-200
nonAMP2008	88	51-100
nonAMP2009	135	101-150
nonAMP2010	115	101-150
nonAMP2011	176	151-200
nonAMP2012	65	51-100
nonAMP2013	117	101-150
nonAMP2014	196	151-200
nonAMP2015	195	151-200
nonAMP2016	140	101-150
nonAMP2017	154	151-200
nonAMP2018	105	101-150
nonAMP2019	103	101-150
nonAMP2020	132	101-150
nonAMP2021	104	101-150
nonAMP2022	201	>200
nonAMP2023	55	51-100
nonAMP2024	241	>200
nonAMP2025	198	151-200
nonAMP2026	245	>200
nonAMP2027	239	>200
nonAMP2028	221	>200
nonAMP2029	110	101-150
nonAMP2030	195	151-200
nonAMP2031	125	101-150
nonAMP2032	234	>200
nonAMP2033	85	51-100
nonAMP2034	67	51-100
nonAMP2035	148	101-150
nonAMP2036	120	101-150
nonAMP2037	229	>200
nonAMP2038	170	151-200
nonAMP2039	207	>200
nonAMP2040	97	51-100
nonAMP2041	95	51-100
nonAMP2042	177	151-200
nonAMP2043	205	>200
nonAMP2044	191	151-200
nonAMP2045	239	>200
nonAMP2046	206	>200
nonAMP2047	101	101-150
nonAMP2048	228	>200
nonAMP2049	10	0-50
nonAMP2050	128	101-150
nonAMP2051	208	>200
nonAMP2052	177	151-200
nonAMP2053	67	51-100
nonAMP2054	113	101-150
nonAMP2055	255	>200
nonAMP2056	33	0-50
nonAMP2057	213	>200
nonAMP2058	201	>200
nonAMP2059	140	101-150
nonAMP2060	245	>200
nonAMP2061	159	151-200
nonAMP2062	195	151-200
nonAMP2063	227	>200
nonAMP2064	118	101-150
nonAMP2065	252	>200
nonAMP2066	220	>200
nonAMP2067	96	51-100
nonAMP2068	66	51-100
nonAMP2069	86	51-100
nonAMP2070	187	151-200
nonAMP2071	157	151-200
nonAMP2072	28	0-50
nonAMP2073	141	101-150
nonAMP2074	222	>200
nonAMP2075	107	101-150
nonAMP2076	149	101-150
nonAMP2077	142	101-150
nonAMP2078	202	>200
nonAMP2079	235	>200
nonAMP2080	244	>200
nonAMP2081	199	151-200
nonAMP2082	108	101-150
nonAMP2083	162	151-200
nonAMP2084	206	>200
nonAMP2085	56	51-100
nonAMP2086	143	101-150
nonAMP2087	72	51-100
nonAMP2088	157	151-200
nonAMP2089	237	>200
nonAMP2090	199	151-200
nonAMP2091	148	101-150
nonAMP2092	66	51-100
nonAMP2093	213	>200
nonAMP2094	74	51-100
nonAMP2095	103	101-150
nonAMP2096	20	0-50
nonAMP2097	252	>200
nonAMP2098	97	51-100
nonAMP2099	76	51-100
nonAMP2100	227	>200
nonAMP2101	164	151-200
nonAMP2102	216	>200
nonAMP2103	122	101-150
nonAMP2104	166	151-200
nonAMP2105	251	>200
nonAMP2106	206	>200
nonAMP2107	142	101-150
nonAMP2108	237	>200
nonAMP2109	125	101-150
nonAMP2110	209	>200
nonAMP2111	250	>200
nonAMP2112	220	>200
nonAMP2113	249	>200
nonAMP2114	115	101-150
